article,sentence,keyword,cause/effect,content
1,5,使得,cause,1944年，布雷顿森林体系的建立,7,16,布雷顿森林体系的建立
1,5,使得,effect,美元的“霸权”地位由此确立,1,13,美元的“霸权”地位由此确立
1,7,使得,cause,70多年以来，美元作为世界货币，肩负着国际贸易结算的重要作用，但这也,8,30,美元作为世界货币，肩负着国际贸易结算的重要作用
1,7,使得,effect,美联储货币政策的外溢性大大增强,1,15,美联储货币政策的外溢性大大增强
1,10,使得,cause,当下，美联储收紧货币政策叠加财政加杠杆，,4,19,美联储收紧货币政策叠加财政加杠杆
1,10,使得,effect,美元再次进入全球“割韭菜”的上涨周期,1,18,美元再次进入全球“割韭菜”的上涨周期
1,11,引发,cause,大量新兴经济体的货币承压贬值，借入美债的部门资产负债表恶化，,1,14,16,29,大量新兴经济体的货币承压贬值,借入美债的部门资产负债表恶化
1,11,引发,effect,资本流出,1,4,资本流出
1,12,使得,cause,美元的“霸权”地位无疑加剧了新兴经济体的系统性风险，也,1,25,美元的“霸权”地位无疑加剧了新兴经济体的系统性风险
1,12,使得,effect,多国对美元敬而远之,1,9,多国对美元敬而远之
1,21,使,cause,欧盟委员会主席容克曾在上月表示，欧盟应该团结在一起，共同提升欧元的国际地位，,17,37,欧盟应该团结在一起，共同提升欧元的国际地位
1,21,使,effect,之变成一种可与美元相抗衡的全球储备货币,4,19,一种可与美元相抗衡的全球储备货币
2,1,从而,cause,这一“鸽派”发声使得投资者对欧央行未来实施宽松货币政策的预期升温,11,32,投资者对欧央行未来实施宽松货币政策的预期升温
2,1,从而,effect,引发了资本市场剧烈波动,4,11,资本市场剧烈波动
2,9,使得,cause,经济不振,1,4,经济不振
2,9,使得,effect,欧央行在今年初就中断了其刚刚开始的货币正常化进程,1,24,欧央行在今年初就中断了其刚刚开始的货币正常化进程
2,10,使得,cause,如今持续下滑的数据，更,1,6,如今持续下滑
2,10,使得,effect,市场押注欧央行将在不久后重返“宽松”,1,18,市场押注欧央行将在不久后重返“宽松”
2,16,使得,cause,风险上升，助力金价持续走高近期，全球地缘政治风险升级加之多个经济体央行重返“降息潮”，,1,4,17,26,29,42,风险上升,全球地缘政治风险升级,多个经济体央行重返“降息潮”
2,16,使得,effect,作为避险资产的黄金价格一路走高,1,15,作为避险资产的黄金价格一路走高
2,22,因为,cause,全球经济正面对贸易和地缘政治风险的上升，且各国央行的货币政策走向正朝着持续宽松的方向发展，如果美联储明天的表态“偏鸽”接近甚至超过市场预期,1,44,48,70,全球经济正面对贸易和地缘政治风险的上升，且各国央行的货币政策走向正朝着持续宽松的方向发展,美联储明天的表态“偏鸽”接近甚至超过市场预期
2,22,因为,effect,黄金有望迎来爆发,1,8,黄金有望迎来爆发
3,1,促进,cause,保险通证的应用使得保险资产可以在区块链世界自由流通、配置，并从技术层面协助保险监管机构提升对保险业务的有效监管能力，,1,57,保险通证的应用使得保险资产可以在区块链世界自由流通、配置，并从技术层面协助保险监管机构提升对保险业务的有效监管能力
3,1,促进,effect,保险行业更加稳健、透明化发展,1,14,保险行业更加稳健、透明化发展
3,2,因此,cause,优化业务路径助力监管升级直至目前，区块链技术在保险行业的应用仍然不够深入，部分险企无法实现整体业务完全上链，只将部分业务置于链上流通，底层仍走传统系统，进而导致区块链的价值无法得到最大化的发挥,1,12,18,36,38,66,81,96,优化业务路径助力监管升级,区块链技术在保险行业的应用仍然不够深入,部分险企无法实现整体业务完全上链，只将部分业务置于链上流通,区块链的价值无法得到最大化的发挥
3,2,因此,effect,无法从区块链中真正受益，而通过传统系统操作的部分更是成为监管“盲区”，不利于统筹监管,1,34,36,42,无法从区块链中真正受益，而通过传统系统操作的部分更是成为监管“盲区”,不利于统筹监管
3,5,使得,cause,PBT可以为保险监管机构提供统一的业务接口和数据标准，借助区块链实时广播、交易即审计、不可篡改等特性，大幅降低保险公司与监管单位的数据上报、收集成本，,1,74,PBT可以为保险监管机构提供统一的业务接口和数据标准，借助区块链实时广播、交易即审计、不可篡改等特性，大幅降低保险公司与监管单位的数据上报、收集成本
3,5,使得,effect,数据更具有真实性、完整性，让面向过程的穿透式监管成为可能,1,28,数据更具有真实性、完整性，让面向过程的穿透式监管成为可能
3,6,使得,cause,与此同时，通证化的保险资产，,6,13,通证化的保险资产
3,6,使得,effect,保险业务的条款、过程对监管机构完全透明并可控，保险业务的展开过程从过程“黑盒”变成了过程可控,1,46,保险业务的条款、过程对监管机构完全透明并可控，保险业务的展开过程从过程“黑盒”变成了过程可控
3,13,使得,cause,具体来说，基于通证的保险资产权益载体和统一的产品标准可,6,18,20,26,基于通证的保险资产权益载体,统一的产品标准
3,13,使得,effect,共保、再保、保单质押等场景顺理成章地完成,1,21,共保、再保、保单质押等场景顺理成章地完成
3,14,带来,cause,行业可根据一致的标准建立对应的分布式业务体系，利用区块链的特性和保险资产通证,1,39,行业可根据一致的标准建立对应的分布式业务体系，利用区块链的特性和保险资产通证
3,14,带来,effect,的优势，显著提升业务交易效率与透明性，并降低成本,7,25,提升业务交易效率与透明性，并降低成本
4,1,使得,cause,这是新西兰央行两年半以来的首次降息，此举也,3,17,新西兰央行两年半以来的首次降息
4,1,使得,effect,新西兰成为首个降息的发达国家,1,14,新西兰成为首个降息的发达国家
4,2,导致,cause,新西兰央行表示，全球经济增速放缓,1,7,9,17,新西兰央行表示,全球经济增速放缓
4,2,导致,effect,对新西兰商品服务需求的下降，需要降息以支持就业并实现通胀目标,1,13,17,30,对新西兰商品服务需求的下降,降息以支持就业并实现通胀目标
4,4,使得,cause,这是新西兰央行两年半以来的首次降息，此举也,3,17,新西兰央行两年半以来的首次降息
4,4,使得,effect,新西兰成为首个降息的发达国家,1,14,新西兰成为首个降息的发达国家
4,5,导致,cause,新西兰央行表示，全球经济增速放缓,1,7,9,17,新西兰央行表示,全球经济增速放缓
4,5,导致,effect,对新西兰商品服务需求的下降，需要降息以支持就业并实现通胀目标,1,13,17,30,对新西兰商品服务需求的下降,降息以支持就业并实现通胀目标
4,10,决定,cause,全球贸易紧张局势拖累新西兰经济表现新西兰央行发表声明称，降息,1,27,29,31,全球贸易紧张局势拖累新西兰经济表现新西兰央行发表声明称,降息
4,10,决定,effect,是基于对通胀和就业近期前景较为疲软的判断,4,20,对通胀和就业近期前景较为疲软的判断
4,12,使得,cause,去年以来，全球贸易环境趋紧，,6,13,全球贸易环境趋紧
4,12,使得,effect,新西兰经济备受挑战,1,9,新西兰经济备受挑战
4,16,导致,cause,同时，净移民数量减少和房价疲软等因素,4,10,12,15,净移民数量减少,房价疲软
4,16,导致,effect,家庭支出减少，企业信心不足，投资领域缺乏动力,1,6,8,13,15,22,家庭支出减少,企业信心不足,投资领域缺乏动力
4,17,带来,cause,新西兰央行表示，降息将支撑就业和通胀目标的实现，降低官方现金利率为利率,1,7,9,23,25,35,新西兰央行表示,降息将支撑就业和通胀目标的实现,降低官方现金利率为利率
4,17,带来,effect,更平衡的前景,1,6,更平衡的前景
4,31,使得,cause,全球央行政策正在转向今年以来，全球各主要经济体央行货币政策逐渐由“鹰”转“鸽”，美联储以及欧央行都已暂停紧缩脚步，本月的利率决策,16,39,41,56,全球各主要经济体央行货币政策逐渐由“鹰”转“鸽”,美联储以及欧央行都已暂停紧缩脚步
4,31,使得,effect,新西兰成为首个降息的发达国家,1,14,新西兰成为首个降息的发达国家
5,4,因为-从而,cause,目前的经济需求仍然比较旺盛，但与风险偏好上升带来的内生趋势的下降正好形成对冲，那么后期的经济走势在很大程度上取决于经济的辨伪和政策的猜想，若政策继续向上的话，观望风险则得以修复，,4,13,80,88,经济需求仍然比较旺盛,观望风险则得以修复
5,4,因为-从而,effect,使得经济重获弹性,3,8,经济重获弹性
5,8,带来,cause,那么经济动能放缓的主要原因就是经济自发下行的动能加强，是与整体经济后期的不确定性,3,8,16,26,30,40,经济动能放缓,经济自发下行的动能加强,整体经济后期的不确定性
5,8,带来,effect,的风险溢价提升相关的,2,7,风险溢价提升
5,10,带来,cause,我们从去年下半年开始看好经济的逻辑仍未被破坏，而这种风险溢价上升,27,32,风险溢价上升
5,10,带来,effect,的动能下降则对冲了政策主动向上拉动经济的空间，两者目前形成一种相对平衡的局面,2,5,10,38,动能下降,政策主动向上拉动经济的空间，两者目前形成一种相对平衡的局面
5,12,使得,cause,杨为敩：实际上这种政治周期节点的观望期是有共性的，从历届政府换届前来看，投资都会或多或少的减速，这也是宏观经济层面对政策后期不确定性的反映，而通过过往三届周期的经验，政绩效应均会,84,87,政绩效应
5,12,使得,effect,投资增速在换届后出现上涨以拉动经济上升,1,19,投资增速在换届后出现上涨以拉动经济上升
5,19,带来,cause,投资增速的加快被我们认为分为两个阶段，前一阶段是就业补充型投资，即经济在衰退或低增长阶段，政府投资或货币政策的介入对经济的拉动作用，以,1,7,25,31,34,65,投资增速的加快,就业补充型投资,经济在衰退或低增长阶段，政府投资或货币政策的介入对经济的拉动作用
5,19,带来,effect,充分就业,1,4,充分就业
5,20,带来,cause,而后一阶段是后端拉动型投资，则是在充分就业的目标达成之后，由就业补充型投资,31,37,就业补充型投资
5,20,带来,effect,的投资的尾部加快,2,8,投资的尾部加快
5,22,使得,cause,财政投入带来的就业补充型投资拉动一般会,8,16,就业补充型投资拉动
5,22,使得,effect,经济回到潜在增长率的位置，然后便进入后端驱动的阶段,1,25,经济回到潜在增长率的位置，然后便进入后端驱动的阶段
5,23,因此,cause,我们通过研究，折算出现阶段的潜在经济增速约8.3%左右，由此可以推断出目前正是处在就业补充型投资拉动的后段,36,53,目前正是处在就业补充型投资拉动的后段
5,23,因此,effect,我们预计二季度积极的财政政策仍然继续拉动经济增长，但高度较为有限,8,32,积极的财政政策仍然继续拉动经济增长，但高度较为有限
5,33,使,cause,对于之后的趋势，我们认为CPI的运行高度将边际性下降，这,13,24,CPI的运行高度将边际性
5,33,使,effect,政策可能会渐行脱锚于价格因素，这一点是由CPI的供需分析中得到的结论，在此我们给出以下三点原因：,1,14,政策可能会渐行脱锚于价格因素
5,35,引起,cause,CPI的短期运行实际上是由供给决定的，而供需相对关系的变化,1,17,19,27,CPI的短期运行实际上是由供给决定,，而供需相对关系的
5,35,引起,effect,价格的周期性波动,1,8,价格的周期性波动
5,38,使得,cause,那么城镇化带来的农业规模化、产业化预期，将对波动幅度产生熨平效果，并,9,32,农业规模化、产业化预期，将对波动幅度产生熨平效果
5,38,使得,effect,供给约束被打开,1,8,供给约束被打开
5,44,造成,cause,日本CPI见顶的年份与日本人口见顶的年份相仿，而除却上世纪七十年代的石油危机,1,20,33,36,日本CPI见顶的年份与日本人口见顶的年份,代的石油
5,44,造成,effect,巨大供给冲击外，美国的人口和CPI长期趋势亦贴合得比较紧密,1,6,9,27,巨大供给冲击,美国的人口和CPI长期趋势亦贴合得比较
5,45,带来,cause,国内人口自然增长率自上世纪六十年代以来出现了长趋势的下降，如果按照目前的斜率推衍的话，人口步入负增长可能在2050年前后，即使考虑日本这种老龄化先行,1,28,国内人口自然增长率自上世纪六十年代以来出现了长趋势的下降
5,45,带来,effect,农产品价格拐点提前的可能性的话，短期内CPI定基数步入下降通道的可能性亦不大，但国内人口自然增长率的下降可能会长趋势降低CPI的波动高度,1,9,39,64,农产品价格拐点提前,，但国内人口自然增长率的下降可能会长趋势降低CPI的
5,47,使得,cause,从国内来看，肉价菜价的波动尚对人民生活影响较大，菜价的上涨和下跌对城镇居民和农民形成零和博弈，这必使得政策将控制价格使得利益在二者保持均衡，而城镇化的预期和恩格尔系数的下降将,7,23,25,46,72,86,肉价菜价的波动尚对人民生活影响较大,菜价的上涨和下跌对城镇居民和农民形成零和博弈,城镇化的预期和恩格尔系数的下降
5,47,使得,effect,政策逐渐脱锚,1,6,政策逐渐脱锚
5,48,因为,cause,目前经济的增杠杆趋势没有显著形成,1,16,目前经济的增杠杆趋势没有显著形成
5,48,因为,effect,而在此之前货币仍保持中性,6,12,货币仍保持中性
5,62,因,cause,政策收紧环比下行外，去年又出现了恢复性增长,1,8,11,22,政策收紧环比下行,去年又出现了恢复性增长
5,62,因,effect,位于近十年来的偏高位置,1,11,位于近十年来的偏高位置
5,63,由于,cause,政策风险厌恶而不容超过，那么今年的杠杆率有10%左右的上行空间,1,11,政策风险厌恶而不容超过
5,63,由于,effect,但无大幅拉动的基础,1,7,但无大幅拉动的
5,65,使得,cause,至于利率，我们观察到一个明显的现象是：银行利润在全社会利润总额的占比近十年显著增大，说明利率的固性已使得资本收益分配结构出现失衡，资金成本在极大程度上瓜分了投资的利润，并,53,53,66,83,资,资金成本在极大程度上瓜分了投资的利润
5,65,使得,effect,该比值出现长趋势上行，而企业为了投资可以覆盖沉没成本，势必要将杠杆率拉至高位,2,10,13,13,28,38,比值出现长趋势上行,企,势必要将杠杆率拉至高位
5,72,使得,cause,投资可能会造成对消费的挤出效应从而,1,15,投资可能会造成对消费的挤出效应
5,72,使得,effect,收入差距扩大化，从投资与基尼系数的关系确实可以看出二者在过去十年的高点是比较一致的,1,7,10,40,收入差距扩大化,投资与基尼系数的关系确实可以看出二者在过去十年的高点是比较一致
5,74,带来,cause,回顾历史的话，政府消费居民消费几次明显增长均是由于阶段性改革造成的政策放宽，并,26,37,阶段性改革造成的政策放宽
5,74,带来,effect,寻租机会；,1,4,寻租机会
5,75,引起,cause,而四万亿元投资,2,7,四万亿元投资
5,75,引起,effect,的上行则是由于资源财富隐性转移分配,8,17,资源财富隐性转移分配
6,1,促进,cause,而化解危机有两种办法，其一，采取强刺激政策，其二，在尽量不出现系统性危机的前提之下，通过全面深化改革来,43,50,通过全面深化改革
6,1,促进,effect,效率的提高和结构的优化,1,5,7,11,效率的提高,结构的优化
6,8,造成,cause,第五，盘活由于粗放增长方式,8,13,粗放增长方式
6,8,造成,effect,的死资产存量,2,6,死资产存量
6,13,因为,cause,销售不畅而资金紧张，甚至发生了一些企业的偿债危机,1,9,13,24,销售不畅而资金紧张,发生了一些企业的偿债危机
6,13,因为,effect,出现了跑路的现象,1,8,出现了跑路的现象
